,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_2_5,0.5,1,18,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_0_5,8.5,2,13,0,1,False,,0.0,0.06995558375634514,0.12944162436548218,0.015545685279187812,0.05440989847715734,0.33423223350253795,0.3964149746192892,0.0,0.0,0.0
2,2,pixel_1_1,3.5,3,10,1,2,False,,0.0,0.10267753201396969,0.18998835855646093,0.022817229336437712,0.06845168800931313,0.045634458672875425,0.5704307334109427,0.0,0.0,0.0
3,3,pixel_5_2,7.5,4,7,2,3,False,,0.0,0.12857142857142856,0.0,0.014285714285714287,0.08571428571428572,0.05714285714285715,0.7142857142857143,0.0,0.0,0.0
4,4,pixel_2_2,10.5,5,6,3,4,False,,0.0,0.6153846153846154,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0
7,7,pixel_5_1,6.5,8,9,3,4,False,,0.0,0.017543859649122806,0.0,0.0,0.10526315789473684,0.0,0.8771929824561403,0.0,0.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.9615384615384616,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,10,pixel_5_3,0.5,11,12,2,3,False,,0.0,0.0,0.9433526011560693,0.05664739884393064,0.0,0.0,0.0,0.0,0.0,0.0
11,11,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,pixel_0_2,1.0,14,17,1,2,False,,0.0,0.0,0.0,0.0,0.024390243902439025,0.9512195121951219,0.024390243902439025,0.0,0.0,0.0
14,14,pixel_2_2,7.5,15,16,13,3,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
15,15,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,16,LEAF_NODE,-2.0,-1,-1,14,4,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,13,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,18,pixel_4_1,2.5,19,34,0,1,False,,0.13373648720967557,0.11013593064326214,0.09006743016161815,0.12849191908380583,0.11538049876913177,0.020978272503478505,0.0,0.1337364872096754,0.13373648720967557,0.1337364872096754
19,19,pixel_5_3,1.5,20,27,18,2,False,,0.003896639721275671,0.11980257025412258,0.12858911080209712,0.17970385538118386,0.014975321281765323,0.026206812243089316,0.0,0.1527482770740063,0.18314206689995666,0.19093534634250778
20,20,pixel_3_2,2.5,21,24,19,3,False,,0.0,0.029073562045354735,0.030260238047205953,0.40702986863496626,0.0,0.05814712409070947,0.0,0.0,0.05043373007867659,0.42505547710308617
21,21,pixel_7_7,1.5,22,23,20,4,False,,0.0,0.024911791920444952,0.051857199507865014,0.8470009252951283,0.0,0.0,0.0,0.0,0.0,0.07623008327656156
22,22,LEAF_NODE,-2.0,-1,-1,21,5,True,,0.0,0.026274303730951132,0.0,0.8933263268523384,0.0,0.0,0.0,0.0,0.0,0.08039936941671047
23,23,LEAF_NODE,-2.0,-1,-1,21,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,pixel_2_5,8.5,25,26,20,4,False,,0.0,0.03172342354007512,0.01650912857697787,0.12689369416030047,0.0,0.09517027062022534,0.0,0.0,0.08254564288488934,0.6471578402175323
25,25,LEAF_NODE,-2.0,-1,-1,24,5,True,,0.0,0.0,0.0,0.4991680532445923,0.0,0.4159733777038269,0.0,0.0,0.0,0.08485856905158069
26,26,LEAF_NODE,-2.0,-1,-1,24,5,True,,0.0,0.03919655070353809,0.020398204957963705,0.03919655070353809,0.0,0.019598275351769046,0.0,0.0,0.10199102478981853,0.7796193934933727
27,27,pixel_6_5,3.5,28,31,19,3,False,,0.006349554161697008,0.17691600909355779,0.19048662485091014,0.036603312226253334,0.024402208150835557,0.006100552037708889,0.0,0.24890252313852268,0.2666812747912744,0.04355794154924146
28,28,pixel_4_6,0.5,29,30,27,4,False,,0.0,0.2386489546932266,0.0,0.014915559668326663,0.029831119336653326,0.0,0.0,0.5933409636060347,0.07762179011067959,0.045641612585079594
29,29,LEAF_NODE,-2.0,-1,-1,28,5,True,,0.0,0.4650610985882073,0.0,0.029066318661762958,0.058132637323525915,0.0,0.0,0.2075335152449875,0.15126349507652154,0.08894293510499465
