,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_3_4,0.5,1,10,-1,0,False,,0.09999999999999956,0.09999999999999948,0.09999999999999956,0.09999999999999948,0.09999999999999948,0.09999999999999948,0.09999999999999948,0.09999999999999944,0.09999999999999956,0.09999999999999944
1,1,pixel_3_6,0.5,2,5,0,1,False,,0.5822228915370005,0.0,0.024775442193063834,0.0,0.08331349678647935,0.11901928112354192,0.1785289216853129,0.012139966674601278,0.0,0.0
2,2,pixel_1_5,1.5,3,4,1,2,False,,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0
3,3,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,4,LEAF_NODE,-2.0,-1,-1,2,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,5,pixel_5_4,9.5,6,7,1,2,False,,0.8288439062510806,0.0,0.03526995345749277,0.0,0.11860386309725508,0.0,0.0,0.017282277194171455,0.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,5,3,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,pixel_0_2,1.0,8,9,5,3,False,,0.0,0.0,0.2060689320780638,0.0,0.692957291203685,0.0,0.0,0.10097377671825125,0.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,7,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,4,True,,0.0,0.0,0.6711409395973155,0.0,0.0,0.0,0.0,0.32885906040268453,0.0,0.0
10,10,pixel_5_3,1.5,11,18,0,1,False,,0.004886691049019246,0.11972393070097151,0.11483723965195235,0.11972393070097151,0.10329123433024993,0.09624865017136926,0.08451100990656812,0.11732945208695203,0.11972393070097162,0.11972393070097147
11,11,pixel_3_6,1.5,12,15,10,2,False,,0.007118848477403944,0.07523645743766129,0.0,0.30094582975064516,0.027358711795513194,0.21886969436410555,0.006839677948878299,0.006976471507855865,0.04271309086442367,0.3139412178535138
12,12,pixel_2_4,6.5,13,14,11,3,False,,0.0,0.05907552826382244,0.0,0.4233746192240608,0.0,0.2855317199418084,0.00984592137730374,0.010042839804849815,0.06148677431540704,0.1506425970727472
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.05107145835070458,0.0,0.07660718752605686,0.0,0.6639289585591595,0.02553572917535229,0.026046443758859335,0.02657800383557075,0.13023221879429667
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.06409837137811498,0.0,0.6409837137811497,0.0,0.048073778533586235,0.0,0.0,0.08339328929295572,0.16345084701419316
15,15,pixel_1_5,3.5,16,17,11,3,False,,0.02331535155892841,0.11200512023406782,0.0,0.022401024046813565,0.08960409618725426,0.0672030721404407,0.0,0.0,0.0,0.6854713358324955
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.027651268705270002,0.1328345261331598,0.0,0.02656690522663196,0.0,0.0,0.0,0.0,0.0,0.8129472999349384
18,18,pixel_6_6,0.5,19,22,10,2,False,,0.0037202001029984968,0.14297239611523632,0.17484940484092945,0.025020169320166357,0.14297239611523632,0.032168789125928174,0.1251008466008318,0.1749982128450492,0.15996860442893543,0.01822898050469263
19,19,pixel_0_2,0.5,20,21,18,3,False,,0.0,0.19954581169391186,0.006108545255936079,0.005868994461585644,0.22302178954025445,0.05282095015427079,0.005868994461585644,0.287345968839233,0.19547344818995444,0.023945497403269428
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.3432402681877314,0.017011908335835085,0.0,0.5230327896194003,0.0,0.016344774675606258,0.05001501050735515,0.017011908335835085,0.033343340338236764
21,21,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.11904183470190936,0.0,0.009157064207839183,0.05494238524703509,0.08241357787055263,0.0,0.4203092471398184,0.2954554798488519,0.01868041098399193
22,22,pixel_4_5,6.5,23,24,18,3,False,,0.009514960876719677,0.054850950936384014,0.43768820032910544,0.054850950936384014,0.018283650312128006,0.0,0.31082205530617607,0.0,0.10466456964391643,0.009324661659185284
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,0.038582677165354295,0.8232283464566925,0.038582677165354295,0.0,0.0,0.019291338582677148,0.0,0.0803149606299212,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.018085234647054232,0.06950403903573782,0.09042617323527116,0.06950403903573782,0.03475201951786891,0.0,0.573408322044837,0.0,0.12659664252937963,0.017723529954113148
