,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_2_5,1.5,1,18,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_0_5,6.5,2,15,0,1,False,,0.0,0.09047010367845486,0.10140605027694939,0.03479619372248264,0.09047010367845486,0.3131657435023437,0.3479619372248264,0.0,0.02172986791648916,0.0
2,2,pixel_4_2,9.5,3,10,1,2,False,,0.0,0.12910417511147135,0.14471017430077007,0.04965545196595052,0.09931090393190103,0.04965545196595052,0.4965545196595052,0.0,0.031009323064450738,0.0
3,3,pixel_6_2,9.0,4,7,2,3,False,,0.0,0.22673521850899742,0.36709511568123393,0.12596401028277635,0.0,0.12596401028277635,0.07557840616966581,0.0,0.07866323907455014,0.0
4,4,pixel_0_5,1.5,5,6,3,4,False,,0.0,0.3892321270962047,0.045013239187996476,0.12974404236540157,0.0,0.21624007060900263,0.12974404236540157,0.0,0.09002647837599295,0.0
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.5596446700507615,0.06472081218274113,0.12436548223350255,0.0,0.0,0.1865482233502538,0.0,0.06472081218274113,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.0,0.0,0.14202898550724638,0.0,0.7101449275362318,0.0,0.0,0.14782608695652175,0.0
7,7,pixel_3_5,3.0,8,9,3,4,False,,0.0,0.0,0.816502463054187,0.1206896551724138,0.0,0.0,0.0,0.0,0.06280788177339902,0.0
8,8,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,7,5,True,,0.0,0.0,0.0,0.6577181208053691,0.0,0.0,0.0,0.0,0.3422818791946309,0.0
10,10,pixel_5_1,6.5,11,14,2,3,False,,0.0,0.06557377049180328,0.0,0.0,0.16393442622950818,0.0,0.7704918032786885,0.0,0.0,0.0
11,11,pixel_6_2,1.0,12,13,10,4,False,,0.0,0.07547169811320754,0.0,0.0,0.03773584905660377,0.0,0.8867924528301887,0.0,0.0,0.0
12,12,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,0.33333333333333337,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0
13,13,LEAF_NODE,-2.0,-1,-1,11,5,True,,0.0,0.06,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
14,14,LEAF_NODE,-2.0,-1,-1,10,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,15,pixel_5_1,5.5,16,17,1,2,False,,0.0,0.0,0.0,0.0,0.06976744186046512,0.9302325581395349,0.0,0.0,0.0,0.0
16,16,LEAF_NODE,-2.0,-1,-1,15,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,15,3,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,18,pixel_7_4,7.5,19,32,0,1,False,,0.13922781213438068,0.10373836982561689,0.09944843723884327,0.12557802663100992,0.10373836982561689,0.016379742604044772,0.002729957100674129,0.1392278121343805,0.13070366037105124,0.1392278121343805
19,19,pixel_0_5,0.5,20,25,18,2,False,,0.02961672473867596,0.028455284552845527,0.0,0.028455284552845527,0.08536585365853658,0.028455284552845527,0.0,0.6675609756097559,0.07404181184668991,0.05804878048780488
20,20,pixel_3_3,7.0,21,22,19,3,False,,0.0,0.09024605864152056,0.0,0.0,0.5414763518491233,0.09024605864152056,0.0,0.18410195962870196,0.09392957123913365,0.0
21,21,LEAF_NODE,-2.0,-1,-1,20,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,22,pixel_7_4,1.5,23,24,20,4,False,,0.0,0.196818766066838,0.0,0.0,0.0,0.196818766066838,0.0,0.4015102827763496,0.2048521850899743,0.0
23,23,LEAF_NODE,-2.0,-1,-1,22,5,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,5,True,,0.0,0.32885906040268453,0.0,0.0,0.0,0.32885906040268453,0.0,0.0,0.3422818791946309,0.0
25,25,pixel_3_3,11.0,26,29,19,3,False,,0.03515980475967242,0.01689049444337204,0.0,0.03378098888674408,0.0,0.01689049444337204,0.0,0.758045390618537,0.07031960951934484,0.06891321732895793
26,26,pixel_5_3,1.0,27,28,25,4,False,,0.050968399592252814,0.0,0.0,0.0,0.0,0.0,0.0,0.9490316004077474,0.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,26,5,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
