,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_4_4,0.5,1,20,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_3_4,2.5,2,11,0,1,False,,0.6262090671264045,0.0,0.025559553760261387,0.0,0.036835827478023754,0.08595026411538877,0.012278609159341253,0.0,0.012779776880130694,0.20038690148044921
2,2,pixel_2_5,2.5,3,8,1,2,False,,0.8780744905130005,0.0,0.03583977512297959,0.0,0.051651440618411745,0.017217146872803915,0.017217146872803915,0.0,0.0,0.0
3,3,pixel_3_2,10.5,4,7,2,3,False,,0.0,0.0,0.1722972972972973,0.0,0.4966216216216216,0.16554054054054054,0.16554054054054054,0.0,0.0,0.0
4,4,pixel_3_3,15.5,5,6,3,4,False,,0.0,0.0,0.3422818791946309,0.0,0.0,0.32885906040268453,0.32885906040268453,0.0,0.0,0.0
5,5,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
6,6,LEAF_NODE,-2.0,-1,-1,4,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,8,pixel_3_2,2.0,9,10,2,3,False,,0.98,0.0,0.019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,8,4,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,LEAF_NODE,-2.0,-1,-1,8,4,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,pixel_2_5,6.5,12,13,1,2,False,,0.0,0.0,0.0,0.0,0.0,0.25684033965824504,0.0,0.0,0.04455393647132823,0.6986057238704264
12,12,LEAF_NODE,-2.0,-1,-1,11,3,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,13,pixel_0_5,15.5,14,17,11,3,False,,0.0,0.0,0.0,0.0,0.0,0.054463809354437134,0.0,0.0,0.056686821981148855,0.8888493686644139
14,14,pixel_5_2,1.5,15,16,13,4,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,15,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,16,LEAF_NODE,-2.0,-1,-1,14,5,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,17,pixel_3_3,15.0,18,19,13,4,False,,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.51,0.0
18,18,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,19,LEAF_NODE,-2.0,-1,-1,17,5,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,20,pixel_2_5,0.5,21,34,0,1,False,,0.0,0.11900385345811164,0.11414655331696431,0.11900385345811164,0.11200362678410508,0.10266999121876298,0.11667044456677612,0.1190038534581116,0.11657520338753803,0.08092262035151594
21,21,pixel_5_2,7.5,22,29,20,2,False,,0.0,0.07288099739545457,0.08428414664780462,0.04858733159696972,0.03239155439797981,0.33201343257929306,0.40489442997474767,0.016519692742969706,0.008428414664780462,0.0
22,22,pixel_0_5,5.5,23,26,21,3,False,,0.0,0.1314863623895335,0.13685315269114715,0.08765757492635569,0.0,0.5989934286634305,0.0,0.029803575474960934,0.015205905854571907,0.0
23,23,pixel_3_3,9.5,24,25,22,4,False,,0.0,0.3163648885190393,0.3292777411116532,0.21090992567935954,0.0,0.03515165427989326,0.0,0.07170937473098225,0.03658641567907258,0.0
24,24,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,LEAF_NODE,-2.0,-1,-1,23,5,True,,0.0,0.47167793274578584,0.0,0.31445195516385727,0.0,0.05240865919397621,0.0,0.10691366475571147,0.05454778814066912,0.0
26,26,pixel_5_2,0.5,27,28,22,4,False,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,27,LEAF_NODE,-2.0,-1,-1,26,5,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,28,LEAF_NODE,-2.0,-1,-1,26,5,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,29,pixel_3_6,3.5,30,33,21,3,False,,0.0,0.0,0.018909899888765295,0.0,0.07267334074898035,0.0,0.9084167593622543,0.0,0.0,0.0
30,30,pixel_7_2,9.0,31,32,29,4,False,,0.0,0.0,0.02,0.0,0.019215686274509803,0.0,0.9607843137254901,0.0,0.0,0.0
31,31,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.9803921568627451,0.0,0.0,0.0
32,32,LEAF_NODE,-2.0,-1,-1,30,5,True,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,LEAF_NODE,-2.0,-1,-1,29,4,True,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
