,node_number,feature,threshold,children_left,children_right,mother_node,node_depth,is_leaves,values,0,1,2,3,4,5,6,7,8,9
0,0,pixel_2_5,1.5,1,10,-1,0,False,,0.09999999999999958,0.09999999999999949,0.09999999999999958,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999949,0.09999999999999945,0.09999999999999958,0.09999999999999945
1,1,pixel_0_6,0.5,2,9,0,1,False,,0.0,0.07806005555442919,0.13294829498880517,0.01419273737353258,0.07806005555442919,0.31224022221771675,0.3406256969647819,0.02171488818150485,0.022158049164800867,0.0
2,2,pixel_4_2,9.5,3,6,1,2,False,,0.0,0.10099420267044408,0.17200867913073775,0.018362582303717106,0.10099420267044408,0.11017549382230263,0.4407019752892105,0.028094750924687172,0.0286681131884563,0.0
3,3,pixel_5_3,5.5,4,5,2,3,False,,0.0,0.2113207547169811,0.49487870619946084,0.02641509433962264,0.0,0.18490566037735848,0.0,0.0,0.08247978436657682,0.0
4,4,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,0.125,0.0,0.125,0.0,0.75,0.0,0.0,0.0,0.0
5,5,LEAF_NODE,-2.0,-1,-1,3,4,True,,0.0,0.2344497607655503,0.6274777853725223,0.0,0.0,0.033492822966507185,0.0,0.0,0.1045796308954204,0.0
6,6,pixel_6_6,0.5,7,8,2,3,False,,0.0,0.042217844075429216,0.0,0.014072614691809739,0.15479876160990713,0.07036307345904869,0.6754855052068675,0.04306220095693781,0.0,0.0
7,7,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,0.11074197120708747,0.0,0.0,0.609080841638981,0.05537098560354373,0.05537098560354373,0.16943521594684385,0.0,0.0
8,8,LEAF_NODE,-2.0,-1,-1,6,4,True,,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.07547169811320754,0.8867924528301887,0.0,0.0,0.0
9,9,LEAF_NODE,-2.0,-1,-1,1,2,True,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,10,pixel_5_3,3.5,11,18,0,1,False,,0.13818035439196769,0.10837674854271966,0.08742022420716312,0.13276151696483157,0.10837674854271966,0.01896593099497594,0.008128256140703975,0.12988953312844947,0.12972033269450026,0.1381803543919675
11,11,pixel_3_2,3.5,12,15,10,2,False,,0.2662053896576845,0.07137654770575394,0.012381646030589971,0.2498179169701388,0.017844136926438485,0.03568827385287697,0.0,0.030335032774945425,0.043335761107064906,0.27301529497450877
12,12,pixel_3_6,1.5,13,14,11,3,False,,0.0,0.0,0.044043352476359085,0.804007081480202,0.0,0.0,0.0,0.02158124271341595,0.044043352476359085,0.0863249708536638
13,13,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.0,0.025310173697270476,0.9240694789081886,0.0,0.0,0.0,0.0,0.05062034739454095,0.0
14,14,LEAF_NODE,-2.0,-1,-1,12,4,True,,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.16610169491525423,0.0,0.6644067796610169
15,15,pixel_3_3,1.5,16,17,11,3,False,,0.3703078299927387,0.09928910352746476,0.0,0.033096367842488254,0.02482227588186619,0.04964455176373238,0.0,0.03375829519933802,0.04305904999915564,0.3460225257932147
16,16,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.8923006265787485,0.053581777821518004,0.0,0.026790888910759002,0.0,0.0,0.0,0.027326706688974182,0.0,0.0
17,17,LEAF_NODE,-2.0,-1,-1,15,4,True,,0.13705926041748095,0.11971307950902972,0.0,0.03591392385270892,0.03591392385270892,0.07182784770541784,0.0,0.0366322023297631,0.06229966382612773,0.5006400985067623
18,18,pixel_4_6,0.5,19,22,10,2,False,,0.03107526510450846,0.13933092720060652,0.1501971146717908,0.03483273180015163,0.18411586808651575,0.004976104542878805,0.014928313628636414,0.21317631861692796,0.201989223179305,0.025378133168681902
19,19,pixel_3_3,8.5,20,21,18,3,False,,0.0,0.22902111218052995,0.24719739092501639,0.05937584389865591,0.025446790242281105,0.008482263414093702,0.0,0.0692152694590046,0.32665369515091464,0.034607634729502304
20,20,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.0,0.7266151569949034,0.026850786344457225,0.05370157268891445,0.0,0.0,0.13693901035673184,0.05589347361499259,0.0
21,21,LEAF_NODE,-2.0,-1,-1,19,4,True,,0.0,0.33477906606003216,0.025810630943403842,0.07439534801334048,0.012399224668890079,0.012399224668890079,0.0,0.037941627486803645,0.4516860415095672,0.05058883664907153
22,22,pixel_3_2,9.5,23,24,18,3,False,,0.07517873375426873,0.012038424686141068,0.012529788959044786,0.0,0.4093064393287963,0.0,0.0361152740584232,0.4174925681153724,0.025059577918089573,0.01227919317986389
23,23,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.0,0.0,0.026823470010308628,0.0,0.0,0.0,0.025771569225590638,0.8937580207434836,0.053646940020617255,0.0
24,24,LEAF_NODE,-2.0,-1,-1,22,4,True,,0.14108013905153577,0.02259126409648775,0.0,0.0,0.7681029792805835,0.0,0.0451825281929755,0.0,0.0,0.02304308937841751
